Image_URL,Featured,Shortlisted,Location_Name,Rating,Tags,Property_Type,Property_Link,Price,Price_per_sqft,Area,Possession_Status,Highlights,Dealer_Name,Dealer_Badge,View_Number,Chat_Now,Call
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Mapsko Mount Ville,4.1,"RESALE, RESALE","3 BHK FlatinSector 79, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1815-sq-ft-spid-R77613293,2.3 Cr,,1815,,,Griha Siddhi Estate,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,DLF The Skycourt,4.0,"RESALE, RESALE","3 BHK FlatinSector 86, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1930-sq-ft-r4-spid-B42451071,2.15 Cr,,1930,,,G Prop,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Tulip Purple,3.8,"RESALE, RESALE","4 BHK FlatinSector 69, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-O76554851,2.75 Cr,,2400,,,Isha Associates,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Experion The Westerlies,,"RESALE, RESALE","3 BHK Independent Builder FloorinSector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-experion-the-westerlies-sector-108-gurgaon-1748-sq-ft-spid-V77363875,2.15 Cr,,1748,,,Dwarka Expressway Homes,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Sector 46,, Gurgaon",,"RESALE, RESALE","Residential land / PlotinSector 46, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-sector-46-gurgaon-181-sq-yard-spid-R77637929,5.18 Cr,,1629,,,Roof Realtech Pvt ltd,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Emaar MGF Emerald Floors Premier,3.8,"RESALE, RESALE","4 BHK FlatinSector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1950-sq-ft-spid-B78316621,3.1 Cr,,1950,,,Owner,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"Sector 4,, Gurgaon",,"RESALE, RESALE","5 BHK Independent Builder FloorinSector 4, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-sector-4-gurgaon-4950-sq-ft-spid-W77705743,3.5 Cr,,4950,,,Vishal Properties,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Emaar Emerald Hills,4.0,"RESALE, RESALE","5 BHK Independent Builder FloorinSector 65, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-emaar-emerald-hills-sector-65-gurgaon-4500-sq-ft-spid-E77675033,4.9 Cr,,4500,,,PARAMOUNT,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"Suncity,, Gurgaon",,"RESALE, RESALE","3 BHK Independent Builder FloorinSuncity, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-suncity-gurgaon-1850-sq-ft-spid-E77032981,3.1 Cr,,1850,,,PARAMOUNT,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Ireo Uptown,4.0,"RESALE, RESALE","3 BHK FlatinSector 66, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-spid-L77855901,3.2 Cr,,1872,,,Grrow Property Management Pvt. Ltd.,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Mapsko Mount Ville,4.1,"RESALE, RESALE","3 BHK FlatinSector 79, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1490-sq-ft-spid-H77593085,1.75 Cr,,1490,,,Griha Siddhi Estate,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"South City 2,, Gurgaon",,"RESALE, RESALE","4 BHK Independent Builder FloorinSouth City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-4000-sq-ft-spid-A78136711,3.75 Cr,,4000,,,BHARAT ASSOCIATES,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"South City 2,, Gurgaon",,"RESALE, RESALE","4 BHK Independent Builder FloorinSouth City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-3000-sq-ft-spid-E78135791,3.3 Cr,,3000,,,BHARAT ASSOCIATES,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"South City 2,, Gurgaon",,"RESALE, RESALE","4 BHK Independent Builder FloorinSouth City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-3500-sq-ft-spid-P78137331,3.9 Cr,,3500,,,BHARAT ASSOCIATES,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Luxury Builder floor In South City 2,,"RESALE, RESALE","4 BHK Independent Builder FloorinSouth City 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-3500-sq-ft-spid-M78135879,3.5 Cr,,3500,,,BHARAT ASSOCIATES,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"Sector 4,, Gurgaon",,"RESALE, RESALE","3 BHK Independent Builder FloorinSector 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-4-gurgaon-2250-sq-ft-spid-D78075359,2.05 Cr,,2250,,,Prime Properties,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Central Park Flower Valley Flamingo Floors,,"RESALE, RESALE","2 BHK Independent Builder FloorinSector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-I78006721,1.63 Cr,,1093,,,Shree Ji Prop House,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,ATS Marigold,,"RESALE, RESALE","3 BHK FlatinSector 89 A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-marigold-sector-89-a-gurgaon-1750-sq-ft-spid-Z74462787,1.9 Cr,,1750,,,Zoyalty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,ATS Tourmaline,3.9,"RESALE, RESALE","3 BHK FlatinSector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-1750-sq-ft-spid-W77735391,1.98 Cr,,1750,,,Garg Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Sobha City,,"RESALE, RESALE","3 BHK FlatinSector 108, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1745-sq-ft-spid-G77873611,3.3 Cr,,1745,,,SHELTERS,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,Puri Emerald Bay,4.2,"RESALE, RESALE","3 BHK FlatinSector 104, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-X76879595,3.4 Cr,,2450,,,SHELTERS,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/GreenVerified.png,,Yes,"Rosewood City,, Gurgaon",,"RESALE, RESALE","4 BHK Independent Builder FloorinRosewood City, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-rosewood-city-gurgaon-3150-sq-ft-spid-I77911245,4.35 Cr,,3150,,,Neev Buildtech,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Nirvana,, Gurgaon",,"RESALE, RESALE","4 BHK Independent Builder Floorin Nirvana, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-nirvana-gurgaon-3425-sq-ft-spid-M77717679,4.21 Cr,,3425,,,Perfect Homes Realty,None,Available,Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Sector 47,, Gurgaon",,"RESALE, RESALE","3 BHK Independent Builder Floorin Sector 47, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-47-gurgaon-1610-sq-ft-spid-F77705509,2.09 Cr,,1610,,,Perfect Homes Realty,None,Available,Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"B Block, Mayfield Garden,, Gurgaon",,"RESALE, RESALE","4 BHK Independent Builder FloorinB Block, Mayfield Garden, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-b-block-mayfield-garden-gurgaon-2010-sq-ft-spid-H77692771,3.2 Cr,,2010,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Unitech South City 2,4.0,"RESALE, RESALE","4 BHK Independent Builder FloorinSector 50, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-unitech-south-city-2-sector-50-gurgaon-2010-sq-ft-spid-J77688217,3.1 Cr,,2010,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Vatika India Next,4.1,"RESALE, RESALE","4 BHK Independent Builder FloorinSector 82, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-india-next-sector-82-gurgaon-2800-sq-ft-spid-S77676157,3.5 Cr,,2800,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Vatika India Next,4.1,"RESALE, RESALE","3 BHK Independent Builder FloorinSector 82, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-india-next-sector-82-gurgaon-2200-sq-ft-spid-E77675969,2.85 Cr,,2200,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Vatika India Next,4.1,"RESALE, RESALE","Residential land / PlotinSector 82, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-vatika-india-next-sector-82-gurgaon-354-sq-yard-spid-H77675519,7.61 Cr,,3186,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Ireo Victory Valley,4.0,"RESALE, RESALE","2 BHK FlatinSector 67, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-victory-valley-sector-67-gurgaon-1470-sq-ft-spid-O77674667,2.48 Cr,,1470,,,Shubh Realtor,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Emaar MGF Emerald Floors Premier,3.8,"RESALE, RESALE","4 BHK FlatinSector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1950-sq-ft-spid-B78316621,3.1 Cr,,1950,,,Owner,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Vatika Gurgaon 21,3.9,"RESALE, RESALE",3 BHK FlatinSector 83 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-gurgaon-21-sector-83-gurgaon-1735-sq-ft-spid-V77653033,1.75 Cr,,1735,,,Arihant Realty Group,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Sector 103,, Gurgaon",,"RESALE, RESALE","Residential land / PlotinSector 103, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-sector-103-gurgaon-29040-sq-yard-spid-Y77650905,330 Cr,,261360,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,The Citizen,3.7,"RESALE, RESALE","4 BHK FlatinSector 51, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-citizen-sector-51-gurgaon-5800-sq-ft-spid-K77650603,4.85 Cr,,5800,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Anant Raj Estates,,"RESALE, RESALE","Residential land / PlotinSector 63A, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-anant-raj-estates-sector-63a-gurgaon-267-sq-yard-spid-T77634775,7.53 Cr,,2403,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Signature Tower DXP 84,,"RESALE, RESALE","3 BHK FlatinSector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-84-gurgaon-2650-sq-ft-spid-I77605365,4.85 Cr,,2650,,,Sneha Home,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Sector-35 Sohna,, Gurgaon",,"RESALE, RESALE","3 BHK Independent Builder FloorinSector-35 Sohna, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-35-sohna-gurgaon-1850-sq-ft-spid-K77599939,1.55 Cr,,1850,,,Sneha Home,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,The Citizen,3.7,"RESALE, RESALE","5 BHK FlatinSector 51, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-the-citizen-sector-51-gurgaon-5800-sq-ft-spid-X77577983,4.95 Cr,,5800,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Tulip Ivory,3.5,"RESALE, RESALE","5 BHK FlatinSector 70, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-tulip-ivory-sector-70-gurgaon-2810-sq-ft-spid-P77538631,4.99 Cr,,2810,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Block H, Sector-57,,, Gurgaon",,"RESALE, RESALE","3 BHK Independent Builder FloorinBlock H, Sector-57,, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-block-h-sector-57-gurgaon-1567-sq-ft-spid-W77538521,2.25 Cr,,1567,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Indiabulls Enigma,3.6,"RESALE, RESALE","4 BHK FlatinSector 110, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-enigma-sector-110-gurgaon-3350-sq-ft-spid-A77535027,4.8 Cr,,3350,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,orris anandam ora,,"RESALE, RESALE","Residential land / PlotinSector 93, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-sector-93-gurgaon-152-sq-yard-spid-H77532977,2.43 Cr,,1368,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Vatika Xpressions,,"RESALE, RESALE","Residential land / PlotinSector 88B, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-vatika-xpressions-sector-88b-gurgaon-233-sq-yard-spid-D77528967,4.88 Cr,,2092,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Whiteland The Aspen,,"RESALE, RESALE","3 BHK FlatinSector 76, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-whiteland-the-aspen-sector-76-gurgaon-2766-sq-ft-spid-C77527719,4.07 Cr,,2766,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Smartworld One DXP,,"RESALE, RESALE","3 BHK FlatinSector 113, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smartworld-one-dxp-sector-113-gurgaon-1806-sq-ft-spid-O77527043,3.07 Cr,,1806,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,m3m mansion,,"RESALE, RESALE","3 BHK FlatinSector 113, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-113-gurgaon-2080-sq-ft-spid-R77526063,4.26 Cr,,2080,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Eldeco Mansionz,3.8,"RESALE, RESALE","5 Bedroom HouseinSector 48, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-2700-sq-ft-spid-Y77509693,8.6 Cr,,2700,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,"Sector 46,, Gurgaon",,"RESALE, RESALE","3 BHK Independent Builder FloorinSector 46, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-46-gurgaon-263-sq-ft-spid-S77509457,2.65 Cr,,263,,,Perfect Homes Realty,None,Available,Not Available,Not Available
https://imagecdn.99acres.com/media1/26290/6/525806653M-1729337174328.webp,,Yes,TATA PRIMANTI,4.1,Resale,"3 BHK Flatin Sector 72, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2550-sq-ft-spid-F78005819,5 Cr,19607 ,2550,Ready To Move,"North Facing, Private Garden, Fresh Construction, Recently Renovated",Group 3 Realtors,FEATURED DEALER,Available,Available,Available
https://imagecdn.99acres.com/media1/26200/1/524001583M-1728628623288.jpg,,Yes,"Sushant Lok Phase 2,, G...",,Resale,"4 BHK Independent Builder FloorinSushant Lok Phase 2, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-phase-2-gurgaon-4500-sq-ft-spid-K77905375,4.5 Cr,10000 ,4500,Ready To Move,,Optimal Realty,FEATURED DEALER,Available,Available,Available
https://static.99acres.com/universalapp/img/noImageBgPremium.svg,No,No,EMAAR MGF EMERALD FLOOR...,3.8,Resale,"4 BHK FlatinSector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1950-sq-ft-spid-B78316621,3.1 Cr,15897 ,1950,Ready To Move,,Owner,None,Not Available,Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Vatika Aspiration,,"RESALE, RESALE","Residential land / Plotin Sector 88B, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-vatika-aspiration-sector-88b-gurgaon-178-sq-yard-spid-F77851063,2.59 Cr,,1602,,,Luxury Redefine,None,Available,Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Emaar MGF Emerald Floors Premier,3.8,"RESALE, RESALE","4 BHK Flatin Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1950-sq-ft-spid-B78316621,3.1 Cr,,1950,,,Owner,None,Available,Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Paras Irene,3.8,"RESALE, RESALE","2 BHK Flatin Sector 70A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-1420-sq-ft-spid-C77742493,1.72 Cr,,1420,,,Radhika Homes,None,Available,Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,THE KULDEEP HABITAT,,"RESALE, RESALE","Residential land / PlotinSector 67A, Gurgaon",https://www.99acres.com/residential-land-plot-for-sale-in-sector-67a-gurgaon-125-sq-yard-r2-spid-M75475527,47.5 Lac,,1125,,,ETR DEVELOPERS PRIVATE LIMITED,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Ashiana Anmol,,"RESALE, RESALE","2 BHK FlatinSohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-anmol-sohna-gurgaon-1275-sq-ft-spid-Y74514891,1.18 Cr,,1275,,,Rihan Realtech & Developers,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,SS The Coralwood,3.5,"RESALE, RESALE","3 BHK FlatinSector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ss-the-coralwood-sector-84-gurgaon-1890-sq-ft-spid-A78316691,1.9 Cr,,1890,,,Philby Real Estate,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,SS Almeria,,"RESALE, RESALE","3 BHK Independent Builder FloorinSector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ss-almeria-sector-84-gurgaon-2000-sq-ft-spid-Z78052567,2.65 Cr,,2000,,,Philby Real Estate,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,SS Almeria,,"RESALE, RESALE","3 BHK Independent Builder FloorinSector 84, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ss-almeria-sector-84-gurgaon-2000-sq-ft-spid-F78044949,2 Cr,,2000,,,Philby Real Estate,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,ROF Ananda,3.5,"RESALE, RESALE","3 BHK FlatinSector 95, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-ananda-sector-95-gurgaon-644-sq-ft-spid-O78008713,64.5 Lac,,644,,,Philby Real Estate,None,Available,Not Available,Not Available
https://static.99acres.com/universalapp/img/Shortlist.png,No,Yes,Central Park Flower Valley Flamingo Floors,,"RESALE, RESALE","2 BHK Independent Builder FloorinSector-33 Sohna, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-I77966073,1.3 Cr,,1093,,,Metro Real Estate Consultant,None,Available,Not Available,Not Available
